MD,WOB,RPM,TOR,MSE,ROP,WOB min,TOR max,TOR min,Rotary RPM,Diff,Surface MSE,Fm,top,bottom,ftype,Section,Start depth
6013,14.1,164.26,0,1,19.23,14,27.449,26.672,164.26,1,23498.63744,,,,,,
6013.5,14.2,164.26,0,1,19.12,14.2,26.88,26.413,164.26,1,23404.75014,,,,,,
6014,14.5,164.4,0,1,19.07,13.8,27.139,26.206,164.4,1,23303.0245,,,,,,
6014.5,13.8,164.99,0,1,15.54,13.6,25.637,25.274,164.99,1,27669.23479,,,,,,
6015,13.4,163.08,0,1,17.39,13.1,25.274,24.912,163.08,1,24093.12738,,,,,,
6015.5,13.1,163.08,0,1,17.89,13.1,24.912,24.497,163.08,1,23030.39836,,,,,,
6016,13.6,164.88,0,1,18.3,13.1,25.119,24.549,164.88,1,22812.91259,,,,,,
6016.5,13.7,163.76,0,1,18.34,13.6,25.17,25.067,163.76,1,23085.41831,,,,,,
6017,13.5,164.99,0,1,18.33,13.4,25.844,25.326,164.99,1,23510.7362,,,,,,
6017.5,13.5,164.49,0,1,18.33,13.5,25.015,24.808,164.49,1,22960.91961,,,,,,
6018,13.9,164.12,0,1,18.37,13.2,25.326,25.119,164.12,1,23146.73945,,,,,,
6018.5,14,163.25,0,1,19.63,13.7,25.274,25.222,163.25,1,21637.23401,,,,,,
6019,13.9,166.48,0,1,19.7,13.8,26.724,25.533,166.48,1,22256.70116,,,,,,
6019.5,14,164.37,0,1,19.67,13.8,25.895,25.844,164.37,1,22276.43154,,,,,,
6020,13.5,164.6,0,1,19.69,13.4,26.051,25.792,164.6,1,22238.82662,,,,,,
6020.5,13.5,168.56,0,1,19.66,13.4,27.294,26.621,168.56,1,23539.59696,,,,,,
6021,13.5,169.29,0,1,19.67,13.1,27.553,26.413,169.29,1,23445.04224,,,,,,
6021.5,13.6,164.18,0,1,19.67,13.5,26.931,26.206,164.18,1,22560.79671,,,,,,
6022,13.5,165.08,0,1,19.67,13.2,26.828,26.362,165.08,1,22818.82151,,,,,,
6022.5,3.9,162.46,0,1,19.74,3.6,21.027,20.768,162.46,1,17611.14647,,,,,,
6023,5.3,163.7,0,1,19.77,4.4,22.477,22.115,163.7,1,18870.86306,,,,,,
6023.5,5.7,162.66,0,1,20.14,5.5,23.461,22.892,162.66,1,19054.13089,,,,,,
6024,5.9,163.45,0,1,20.29,5.7,23.565,23.358,163.45,1,19392.26655,,,,,,
6024.5,6.3,162.55,0,1,21.24,5.9,23.772,23.72,162.55,1,18710.05203,,,,,,
6025,7,164.51,0,1,21.25,6,26.569,24.601,164.51,1,19630.75986,,,,,,
6025.5,7.1,164.6,0,1,21.26,7,26.31,26.103,164.6,1,20830.01872,,,,,,
6026,7.5,165.08,0,1,21.29,7.1,27.656,26.672,165.08,1,21316.69326,,,,,,
6026.5,7.9,166.79,0,1,21.41,7.7,28.122,27.139,166.79,1,21792.40028,,,,,,
6027,7.9,166.48,0,1,21.41,7.1,28.019,26.465,166.48,1,21212.2496,,,,,,
6027.5,7,164.82,0,1,18.13,7,26.362,26.206,164.82,1,24551.64568,,,,,,
6028,6.8,165.16,0,1,18.11,6.6,26.931,25.895,165.16,1,24336.79969,,,,,,
6028.5,7.1,165.41,0,1,18.11,7.1,27.19,26.672,165.41,1,25105.21688,,,,,,
6029,7.6,165.81,0,1,18.13,7,28.64,26.931,165.81,1,25383.40059,,,,,,
6029.5,8.1,164.77,0,1,18.11,8,27.967,26.362,164.77,1,24720.39212,,,,,,
6030,7.3,178.14,0,1,18.49,6.8,29.624,29.055,178.14,1,28845.35459,,,,,,
6030.5,7.3,165.02,0,1,18.91,7.1,29.417,26.362,165.02,1,23709.24374,,,,,,
6031,6.9,164.6,0,1,18.14,6.6,26.051,25.481,164.6,1,23827.69217,,,,,,
6031.5,6.9,163.42,0,1,18.11,6.9,25.844,25.792,163.42,1,23985.15489,,,,,,
6032,6.7,163,0,1,18.13,6.4,26.672,25.688,163,1,23800.36741,,,,,,
6032.5,7.7,164.8,0,1,18.32,7.2,27.139,26.154,164.8,1,24247.9703,,,,,,
6033,8.3,164.71,0,1,18.85,7.9,28.278,28.226,164.71,1,25419.90484,,,,,,
6033.5,8.6,163.84,0,1,18.08,8.4,29.055,28.899,163.84,1,26990.51165,,,,,,
6034,8.9,163.84,0,1,18.07,8.6,29.21,28.692,163.84,1,26812.96754,,,,,,
6034.5,8.9,165.25,0,1,14.98,8.7,29.366,29.003,165.25,1,32970.28324,,,,,,
6035,9.1,163.56,0,1,16.95,8.4,27.553,26.776,163.56,1,26630.95609,,,,,,
6035.5,10,166.06,0,1,17.58,9.4,29.676,28.848,166.06,1,28087.44343,,,,,,
6036,11,185.62,0,1,17.5,10.3,32.887,29.417,185.62,1,32160.22984,,,,,,
6036.5,10,163.64,0,1,15.19,2.3,28.64,22.477,163.64,1,24961.59318,,,,,,
6037,3.3,163.28,0,1,15.24,2.8,25.222,24.186,163.28,1,26692.66119,,,,,,
6037.5,4.1,165.1,0,1,15.26,3.7,25.688,25.429,165.1,1,28341.71329,,,,,,
6038,4.4,164.96,0,1,16.19,4.2,26.828,25.585,164.96,1,26856.15367,,,,,,
6038.5,4.8,164.82,0,1,16.18,4.4,26.621,26.465,164.82,1,27774.12228,,,,,,
6039,5.2,163.62,0,1,16.11,5.1,27.501,26.569,163.62,1,27801.5914,,,,,,
6039.5,5.1,163.67,0,1,15.24,5.1,27.242,26.621,163.67,1,29454.11071,,,,,,
6040,5.1,164.74,0,1,15.26,4.8,27.242,26.413,164.74,1,29376.51179,,,,,,
6040.5,4.8,163.62,0,1,15.76,4.7,26.413,26.362,163.62,1,28196.32913,,,,,,
6041,5.1,164.91,0,1,16.19,4.8,27.501,26.776,164.91,1,28099.13781,,,,,,
6041.5,4.5,164.82,0,1,16.19,4.1,27.449,26.983,164.82,1,28299.20769,,,,,,
6042,4.3,163.08,0,1,16.09,4.2,26.31,25.792,163.08,1,26930.9343,,,,,,
6042.5,3.9,164.09,0,1,16.1,3.9,25.895,25.378,164.09,1,26645.25584,,,,,,
6043,3.7,163.76,0,1,16.12,3.6,25.637,25.119,163.76,1,26287.23249,,,,,,
6043.5,3.6,163.73,0,1,16.98,3.4,25.895,25.429,163.73,1,25259.31939,,,,,,
6044,4.2,166.73,0,1,17.44,4,27.501,26.31,166.73,1,25912.70017,,,,,,
6044.5,4.1,165.69,0,1,17.44,4,27.294,27.035,165.69,1,26460.15855,,,,,,
6045,4.6,164.26,0,1,16.99,4.3,28.848,27.397,164.26,1,27288.11608,,,,,,
6045.5,4.5,166,0,1,16.84,4,27.967,27.346,166,1,27770.53941,,,,,,
6046,3.6,164.77,0,1,13.86,2.8,27.708,26.413,164.77,1,32344.32545,,,,,,
6046.5,2.4,163.64,0,1,15.19,2,26.517,26.465,163.64,1,29365.31324,,,,,,
6047,2.1,163.53,0,1,16.96,2,26.362,26.154,163.53,1,25974.05332,,,,,,
6047.5,2,166.12,0,1,18.33,2,26.672,26.621,166.12,1,24849.2576,,,,,,
6048,2.6,165.08,0,1,18.36,2.2,27.915,27.19,165.08,1,25181.81766,,,,,,
6048.5,2.6,162.35,0,1,13.84,2.5,18.956,18.852,162.35,1,22779.4057,,,,,,
6049,2.8,163.67,0,1,13.87,2.7,19.681,19.473,163.67,1,23670.04457,,,,,,
6049.5,2.7,161.96,0,1,13.86,2.6,19.266,19.163,161.96,1,23066.41945,,,,,,
6050,2.8,164.77,0,1,13.87,2.7,21.079,19.681,164.77,1,24083.52589,,,,,,
6050.5,2.4,163.25,0,1,13.87,2.2,20.302,19.784,163.25,1,23985.19244,,,,,,
6051,2.5,163.42,0,1,13.87,1.9,20.302,15.071,163.42,1,18292.19372,,,,,,
6051.5,5.1,163.73,0,1,14.68,3.4,17.557,16.832,163.73,1,19345.5321,,,,,,
6052,8.2,164.26,0,1,24.14,6.5,21.183,18.8,164.26,1,13195.07652,,,,,,
6052.5,9.7,163.08,0,1,27.31,9,22.529,21.183,163.08,1,13051.72397,,,,,,
6053,10.6,164.06,0,1,27.31,10.1,23.927,23.151,164.06,1,14349.8352,,,,,,
6053.5,11.8,166.51,0,1,23.26,11.6,24.083,24.031,166.51,1,17746.49659,,,,,,
6054,12.7,165.33,0,1,21.84,12.1,25.792,24.342,165.33,1,19009.43284,,,,,,
6054.5,12.8,164.63,0,1,21.8,12.6,26.517,26.465,164.63,1,20614.99664,,,,,,
6055,13.6,166.76,0,1,21.31,12.8,27.605,26.88,166.76,1,21697.18861,,,,,,
6055.5,13.8,170.39,0,1,20.37,13.6,29.262,28.692,170.39,1,24751.35351,,,,,,
6056,13.5,167.8,0,1,18.48,13.2,28.537,27.449,167.8,1,25701.82451,,,,,,
6056.5,13.4,168.79,0,1,18.11,13.1,28.381,28.019,168.79,1,26927.50734,,,,,,
6057,13.2,171.09,0,1,18,12.9,28.64,27.294,171.09,1,26750.36404,,,,,,
6057.5,12.7,168,0,1,15.25,12.6,26.931,26.206,168,1,29762.73391,,,,,,
6058,12.6,167.32,0,1,16.19,12.3,26.569,25.533,167.32,1,27206.82783,,,,,,
6058.5,12.8,166.17,0,1,16.21,12.7,26.621,25.895,166.17,1,27369.43821,,,,,,
6059,12.6,169.6,0,1,16.23,12.2,26.569,26.413,169.6,1,28456.16907,,,,,,
6059.5,13,164.96,0,1,16.22,13,26.621,26.258,164.96,1,27534.36103,,,,,,
6060,14,165.16,0,1,16.19,13.4,27.605,27.294,165.16,1,28709.71169,,,,,,
6060.5,14.7,164.68,0,1,15.25,14.1,27.605,27.139,164.68,1,30218.09651,,,,,,
6061,8,162.66,0,1,22.89,6,24.652,22.218,162.66,1,16279.75803,,,,,,
6061.5,8.6,162.13,0,1,22.87,8.4,25.74,25.533,162.13,1,18662.56942,,,,,,
6062,8.4,163.19,0,1,19.05,8.3,25.326,25.222,163.19,1,22271.68253,,,,,,
6062.5,8.5,171.03,0,1,19.06,8.4,27.035,25.74,171.03,1,23807.26183,,,,,,
6063,9.6,163.42,0,1,19.06,9.3,25.895,25.17,163.42,1,22248.65378,,,,,,
6063.5,10.3,162.77,0,1,18.11,8.4,26.051,25.326,162.77,1,23467.63718,,,,,,
6064,9,163.67,0,1,18.15,8.5,25.74,25.429,163.67,1,23637.4629,,,,,,
6064.5,9.3,163.59,0,1,18.13,9.2,26.413,26.154,163.59,1,24326.4086,,,,,,
6065,9.3,170.58,0,1,18.11,9.1,27.708,25.119,170.58,1,24388.87651,,,,,,
6065.5,9.1,163.53,0,1,18.12,8.9,26.051,25.74,163.53,1,23945.61902,,,,,,
6066,8.9,167.04,0,1,18.12,8.8,26.31,25.378,167.04,1,24114.88522,,,,,,
6066.5,8.9,163.25,0,1,18.13,7.1,26.413,22.011,163.25,1,20433.28163,,,,,,
6067,7.6,163.39,0,1,18.59,7.3,23.617,22.633,163.39,1,20504.80118,,,,,,
6067.5,8.6,162.29,0,1,19.95,8.3,23.876,23.72,162.29,1,19893.1115,,,,,,
6068,9,170.41,0,1,20.03,8.8,27.035,24.29,170.41,1,21304.40096,,,,,,
6068.5,9.1,162.94,0,1,20.01,8.9,25.637,25.222,162.94,1,21173.68111,,,,,,
6069,9.2,163.78,0,1,20.02,9.1,26.154,25.792,163.78,1,21752.54475,,,,,,
6069.5,9.9,163.05,0,1,19.99,9.7,26.362,25.688,163.05,1,21602.6842,,,,,,
6070,9.6,163.39,0,1,20.03,9.1,26.413,26.258,163.39,1,22082.49605,,,,,,
6070.5,8.9,163.31,0,1,19.67,8.9,26.31,26.258,163.31,1,22473.30654,,,,,,
6071,8.8,165.25,0,1,19.65,8.1,26.103,24.756,165.25,1,21462.11927,,,,,,
6071.5,7.9,164.54,0,1,19.67,7.5,24.912,24.912,164.54,1,21480.27056,,,,,,
6072,7.5,164.94,0,1,20.55,6.9,24.135,23.565,164.94,1,19496.88835,,,,,,
6072.5,8.6,163.22,0,1,21,8,23.306,23.099,163.22,1,18510.75074,,,,,,
6073,8.8,164.71,0,1,21.02,8.1,24.135,23.151,164.71,1,18704.26477,,,,,,
6073.5,8.7,167.94,0,1,21.47,7.9,25.637,24.393,167.94,1,19671.52751,,,,,,
6074,9.3,167.24,0,1,21.46,9.1,26.103,25.429,167.24,1,20431.74806,,,,,,
6074.5,9.5,164.43,0,1,21.43,9.4,25.844,25.792,164.43,1,20404.30646,,,,,,
6075,9.7,166.34,0,1,21.45,9.7,26.983,26.051,166.34,1,20829.16469,,,,,,
6075.5,9.8,170.72,0,1,21.43,9.8,27.708,27.035,170.72,1,22204.3626,,,,,,
6076,10.3,194.21,0,1,20.55,6.8,31.696,22.84,194.21,1,22255.15188,,,,,,
6076.5,6.1,164.94,0,1,13.85,6,22.011,21.7,164.94,1,26627.99628,,,,,,
6077,6.9,166.28,0,1,19.45,6.8,23.047,22.633,166.28,1,19943.49026,,,,,,
6077.5,7,164.54,0,1,19.69,6.9,23.358,22.995,164.54,1,19806.44303,,,,,,
6078,7.2,163.42,0,1,19.66,7.2,23.617,23.306,163.42,1,19968.48225,,,,,,
6078.5,7.2,167.47,0,1,19.52,6.8,24.342,23.927,167.47,1,21158.13925,,,,,,
6079,6.8,163.81,0,1,15.65,6.4,22.892,22.374,163.81,1,24134.2363,,,,,,
6079.5,6,162.91,0,1,15.64,5.8,22.218,21.959,162.91,1,23569.79217,,,,,,
6080,5.9,162.6,0,1,19.61,4,21.959,18.282,162.6,1,15625.79367,,,,,,
6080.5,5.2,162.21,0,1,22.74,4.5,20.095,19.525,162.21,1,14356.07595,,,,,,
6081,5.9,162.01,0,1,23.02,5.6,20.406,19.991,162.01,1,14503.75559,,,,,,
6081.5,6.1,163.36,0,1,23.79,6.1,21.131,20.716,163.36,1,14664.83953,,,,,,
6082,7.1,163.36,0,1,23.8,5.9,21.183,21.079,163.36,1,14917.93664,,,,,,
6082.5,7.4,162.88,0,1,23.84,7,21.908,21.856,162.88,1,15396.69958,,,,,,
6083,7.3,162.77,0,1,24.34,6.3,21.856,21.545,162.77,1,14856.21786,,,,,,
6083.5,7.8,164.57,0,1,24.27,7.4,22.84,22.684,164.57,1,15860.21215,,,,,,
6084,9.2,163.42,0,1,24.28,8.6,24.86,23.513,163.42,1,16321.376,,,,,,
6084.5,9.5,164.04,0,1,24.28,9.4,25.895,24.808,164.04,1,17284.97054,,,,,,
6085,9.4,167.32,0,1,24.31,9.3,25.792,24.808,167.32,1,17608.08379,,,,,,
6085.5,9.5,165.55,0,1,24.34,9.1,25.222,24.912,165.55,1,17473.74932,,,,,,
6086,9.7,164.82,0,1,24.31,9.6,25.585,25.222,164.82,1,17635.21587,,,,,,
6086.5,9.7,165.16,0,1,24.32,9.5,26.258,25.999,165.16,1,18207.65889,,,,,,
6087,10.4,163.7,0,1,24.3,10.2,26.413,26.103,163.7,1,18135.78753,,,,,,
6087.5,10.4,165.58,0,1,24.28,10.2,26.88,26.672,165.58,1,18758.41724,,,,,,
6088,10.5,165.1,0,1,23.83,10.3,27.242,26.776,165.1,1,19131.26312,,,,,,
6088.5,10.5,163.81,0,1,23.34,10.5,27.553,27.035,163.81,1,19567.1063,,,,,,
6089,11.1,164.18,0,1,22.87,10.8,27.76,27.397,164.18,1,20282.90558,,,,,,
6089.5,11.1,166.85,0,1,22.88,10.9,28.071,27.863,166.85,1,20953.2185,,,,,,
6090,11.6,165.81,0,1,22.8,11.4,28.899,27.76,165.81,1,20819.96233,,,,,,
6090.5,11,164.29,0,1,20.53,10.7,27.294,26.724,164.29,1,22051.60969,,,,,,
6091,10.6,165.02,0,1,20.51,10.5,27.294,25.999,165.02,1,21569.27817,,,,,,
6091.5,10.3,163.19,0,1,20.51,10.3,25.947,25.895,163.19,1,21244.38423,,,,,,
6092,11.7,163.78,0,1,20.52,11.1,26.724,25.792,163.78,1,21229.80925,,,,,,
6092.5,10.9,163.42,0,1,20.53,10.3,26.517,26.465,163.42,1,21722.42228,,,,,,
6093,10.9,163.22,0,1,20.5,10.5,27.035,26.776,163.22,1,21982.56628,,,,,,
6093.5,10.8,164.51,0,1,20.5,10.8,27.76,27.76,164.51,1,22968.95341,,,,,,
6094,11.2,165.81,0,1,20.5,11,27.294,27.087,165.81,1,22590.76118,,,,,,
6094.5,11.3,164.12,0,1,20.53,11.2,27.708,27.346,164.12,1,22541.65988,,,,,,
6095,11.7,165.95,0,1,20.52,11.6,27.76,27.139,165.95,1,22632.44699,,,,,,
6095.5,12,164.23,0,1,20.5,12,28.226,27.605,164.23,1,22805.25409,,,,,,
6096,12.4,164.77,0,1,20.52,11.9,28.278,27.812,164.77,1,23030.09809,,,,,,
6096.5,12.5,163.5,0,1,20.3,12.3,28.174,27.915,163.5,1,23185.84585,,,,,,
6097,12,164.68,0,1,19.46,11.8,27.397,26.931,164.68,1,23500.70517,,,,,,
6097.5,11.7,162.83,0,1,18.1,11.6,26.672,26.517,162.83,1,24596.30814,,,,,,
6098,12.1,163.7,0,1,18.12,11.6,27.087,26.517,163.7,1,24701.37162,,,,,,
6098.5,12.3,161.84,0,1,18.13,12.2,26.776,26.517,161.84,1,24408.16042,,,,,,
6099,12.5,163.76,0,1,18.33,12.2,27.19,26.724,163.76,1,24619.19533,,,,,,
6099.5,12.7,164.12,0,1,18.35,12.7,27.087,26.828,164.12,1,24742.70786,,,,,,
6100,12.6,166.73,0,1,18.34,12.5,27.656,27.242,166.73,1,25536.63953,,,,,,
6100.5,12.4,166.2,0,1,18.36,12.3,27.242,26.465,166.2,1,24703.04808,,,,,,
6101,12.4,166.17,0,1,18.34,11.7,27.139,26.465,166.17,1,24725.49295,,,,,,
6101.5,13.6,166.68,0,1,18.3,13.4,27.139,26.931,166.68,1,25295.70274,,,,,,
6102,14,164.99,0,1,18.33,13.2,27.19,27.087,164.99,1,25144.33979,,,,,,
6102.5,13.7,162.88,0,1,18.36,13.5,27.346,27.242,162.88,1,24923.55375,,,,,,
6103,13.7,165.39,0,1,18.34,13.5,27.605,27.449,165.39,1,25526.84858,,,,,,
6103.5,13.8,163.22,0,1,18.33,13.7,27.242,27.035,163.22,1,24826.77829,,,,,,
6104,13.3,164.15,0,1,18.34,12.1,27.397,26.517,164.15,1,24475.66597,,,,,,
6104.5,12,162.88,0,1,15.2,11.8,25.637,25.274,162.88,1,27921.21927,,,,,,
6105,12.7,162.69,0,1,15.21,12.6,25.222,24.704,162.69,1,27244.41649,,,,,,
6105.5,13.3,164.6,0,1,16.98,13.1,25.947,25.326,164.6,1,25316.65311,,,,,,
6106,13.4,163.95,0,1,17,13.3,25.895,25.222,163.95,1,25084.17841,,,,,,
6106.5,13.3,163.34,0,1,17.46,13.3,26.206,25.999,163.34,1,25081.77287,,,,,,
6107,13,164.46,0,1,17.82,12.8,26.31,25.844,164.46,1,24595.94911,,,,,,
6107.5,13.4,164.23,0,1,17.88,13.2,25.895,25.792,164.23,1,24431.18279,,,,,,
6108,13.8,165.39,0,1,17.89,13.3,26.103,25.792,165.39,1,24590.83207,,,,,,
6108.5,14.7,163.34,0,1,17.89,14.3,26.569,26.154,163.34,1,24629.24985,,,,,,
6109,4.8,165.58,0,1,21.22,4.3,21.908,20.716,165.58,1,16658.64559,,,,,,
6109.5,5.6,161.9,0,1,22.78,5.4,22.115,21.7,161.9,1,15896.40191,,,,,,
6110,6,163.95,0,1,22.78,5.6,22.995,22.063,163.95,1,16367.59561,,,,,,
6110.5,6.9,165.22,0,1,22.78,6.4,24.756,23.151,165.22,1,17309.26391,,,,,,
6111,7.9,165.19,0,1,22.18,7,24.756,23.513,165.19,1,18054.08811,,,,,,
6111.5,8.4,163.5,0,1,19.5,7.9,24.549,24.031,163.5,1,20771.20356,,,,,,
6112,7.9,164.29,0,1,19.74,7.5,26.051,24.186,164.29,1,20749.47597,,,,,,
6112.5,8.2,163.59,0,1,19.77,8,26.31,25.999,163.59,1,22175.48226,,,,,,
6113,8.3,168.06,0,1,19.18,8.2,27.139,27.087,168.06,1,24462.87569,,,,,,
6113.5,8.4,165.19,0,1,19.1,8.3,27.294,27.139,165.19,1,24192.69757,,,,,,
6114,8.3,165.64,0,1,19.07,8,27.967,27.139,165.64,1,24296.39956,,,,,,
6114.5,8.2,167.72,0,1,19.08,8.1,28.122,27.863,167.72,1,25243.43052,,,,,,
6115,8.2,167.41,0,1,19.08,7.8,28.381,27.863,167.41,1,25196.81322,,,,,,
6115.5,8.1,169.66,0,1,19.01,7.7,29.107,27.449,169.66,1,25248.36171,,,,,,
6116,7.4,165.19,0,1,15.25,6.8,26.88,25.895,165.19,1,28904.38386,,,,,,
6116.5,6.8,165.47,0,1,15.26,6.7,25.999,25.947,165.47,1,28990.83972,,,,,,
6117,6.6,164.4,0,1,15.28,6.4,26.31,25.895,164.4,1,28707.66486,,,,,,
6117.5,6.8,164.51,0,1,15.27,6.4,26.31,25.792,164.51,1,28631.92963,,,,,,
6118,7,165.16,0,1,15.26,6.7,26.258,25.792,165.16,1,28764.34669,,,,,,
6118.5,7,164.26,0,1,17.1,6.7,26.258,26.103,164.26,1,25839.09854,,,,,,
6119,7.8,163.98,0,1,18.11,7.5,27.346,26.258,163.98,1,24504.19812,,,,,,
6119.5,7.9,168.22,0,1,18.12,7.8,27.708,27.139,168.22,1,25965.89619,,,,,,
6120,7.8,170.84,0,1,18.09,7.2,27.76,26.931,170.84,1,26211.13093,,,,,,
6120.5,8.1,169.29,0,1,16.67,7.1,28.226,27.294,169.29,1,28564.64678,,,,,,
6121,9.2,166.17,0,1,16.69,8.6,26.88,26.672,166.17,1,27370.26689,,,,,,
6121.5,7.3,164.32,0,1,17.16,7.1,26.413,25.74,164.32,1,25401.07523,,,,,,
6122,7.7,165.16,0,1,17.17,7.7,26.776,26.465,165.16,1,26235.17745,,,,,,
6122.5,7.7,167.52,0,1,17.15,7.6,27.035,26.672,167.52,1,26848.98296,,,,,,
6123,7.6,166.28,0,1,17.16,7.4,26.672,25.844,166.28,1,25808.40307,,,,,,
6123.5,7.4,167.13,0,1,17.15,7.1,26.621,26.206,167.13,1,26318.08023,,,,,,
6124,7.5,166.71,0,1,17.15,7.2,26.465,26.051,166.71,1,26097.10543,,,,,,
6124.5,7.1,166.17,0,1,17.17,7,25.895,25.481,166.17,1,25413.23109,,,,,,
6125,7.3,164.96,0,1,17.17,7.2,25.688,25.17,164.96,1,24921.16996,,,,,,
6125.5,7.4,164.74,0,1,17.16,7.2,25.895,25.222,164.74,1,24954.12657,,,,,,
6126,7.6,165.72,0,1,18.34,7.3,25.792,25.637,165.72,1,23875.3213,,,,,,
6126.5,7.8,163.78,0,1,18.6,7.6,25.688,25.533,163.78,1,23172.74502,,,,,,
6127,8.5,164.23,0,1,18.59,8.1,26.983,26.413,164.23,1,24051.27604,,,,,,
6127.5,8.7,164.88,0,1,18.63,8.4,28.071,28.071,164.88,1,25606.15691,,,,,,
6128,8.8,164.66,0,1,18.77,8.4,27.656,27.087,164.66,1,24492.82494,,,,,,
6128.5,8.8,166.88,0,1,18.78,8.8,28.174,28.174,166.88,1,25804.18128,,,,,,
6129,8.7,165.81,0,1,18.8,8.3,28.019,27.76,165.81,1,25235.36201,,,,,,
6129.5,8.4,163.78,0,1,18.78,8.4,28.071,27.915,163.78,1,25091.60814,,,,,,
6130,9.8,165.95,0,1,18.81,8.5,28.071,27.501,165.95,1,25010.88006,,,,,,
6130.5,10,163.42,0,1,18.74,9.7,26.983,26.465,163.42,1,23792.09637,,,,,,
6131,9.9,164.85,0,1,18.81,8.8,27.605,27.087,164.85,1,24471.91181,,,,,,
6131.5,9.4,163.98,0,1,18.79,9.3,28.226,27.656,163.98,1,24878.78655,,,,,,
6132,9.2,165.64,0,1,18.77,9.1,29.262,28.071,165.64,1,25533.72355,,,,,,
6132.5,9.3,165.84,0,1,18.75,9.2,28.381,27.967,165.84,1,25497.31118,,,,,,
6133,9.6,164.35,0,1,18.78,9.3,28.589,28.071,164.35,1,25322.65367,,,,,,
6133.5,9.7,166.14,0,1,18.56,9.7,29.417,28.381,166.14,1,26187.31719,,,,,,
6134,9.8,166.71,0,1,18.5,9.7,29.417,29.107,166.71,1,27036.17283,,,,,,
6134.5,10,166.34,0,1,17.74,9.8,29.521,29.314,166.34,1,28331.19783,,,,,,
6135,9.7,164.12,0,1,18.5,9.5,29.676,29.158,164.12,1,26662.87022,,,,,,
6135.5,9.4,167.38,0,1,17.77,9.3,29.935,29.676,167.38,1,28809.59774,,,,,,
6136,9,166.45,0,1,18.06,8.9,29.469,28.951,166.45,1,27500.87187,,,,,,
6136.5,9.3,167.01,0,1,18.36,9.3,29.21,29.055,167.01,1,27241.05834,,,,,,
6137,9.6,165.58,0,1,18.01,9.2,29.728,29.107,165.58,1,27582.43818,,,,,,
6137.5,12.1,166.03,0,1,17.32,10,29.676,25.274,166.03,1,24981.1522,,,,,,
6138,14,165.25,0,1,15.19,12.9,26.413,25.067,165.25,1,28119.11221,,,,,,
6138.5,14.6,164.99,0,1,15.19,14.1,27.087,26.465,164.99,1,29640.1989,,,,,,
6139,8.7,162.18,0,1,18.22,6.7,27.242,24.549,162.18,1,22525.17843,,,,,,
6139.5,9.5,167.18,0,1,18.22,9.4,29.469,29.262,167.18,1,27674.22354,,,,,,
6140,10.6,165.98,0,1,11.8,9.8,29.366,28.381,165.98,1,41137.4404,,,,,,
6140.5,9.8,165.72,0,1,11.95,9.8,29.624,29.107,165.72,1,41592.46044,,,,,,
6141,10.4,166.12,0,1,14.45,9.7,29.78,28.796,166.12,1,34117.48115,,,,,,
6141.5,11.5,165.05,0,1,15.17,11.2,30.867,30.194,165.05,1,33859.60195,,,,,,
6142,11.5,166.62,0,1,12.72,10.6,31.075,30.039,166.62,1,40550.05929,,,,,,
6142.5,10.5,168,0,1,10.48,10.3,29.832,29.417,168,1,48588.53504,,,,,,
6143,10.9,169.04,0,1,13.61,10.3,31.126,29.055,169.04,1,37190.26629,,,,,,
6143.5,11.2,167.83,0,1,12.25,11.2,30.66,30.453,167.83,1,42993.4904,,,,,,
6144,11.4,168.48,0,1,12.24,11.1,31.075,30.712,168.48,1,43562.77458,,,,,,
6144.5,11.6,171.34,0,1,11.9,11.4,31.282,30.453,171.34,1,45183.1608,,,,,,
6145,11.5,167.58,0,1,12.29,11.2,31.748,30.401,167.58,1,42717.65685,,,,,,
6145.5,11.2,170.16,0,1,12.89,11.2,31.748,30.919,170.16,1,42060.63655,,,,,,
6146,13.1,169.12,0,1,18.09,11.5,34.493,33.094,169.12,1,31894.78641,,,,,,
6146.5,14.2,184.6,0,1,17.83,7.7,35.839,25.378,184.6,1,27094.66745,,,,,,
6147,8.6,163.31,0,1,18.11,7.9,26.517,25.792,163.31,1,23973.57644,,,,,,
6147.5,9.3,162.21,0,1,18.14,9.1,27.139,26.517,162.21,1,24442.38312,,,,,,
6148,10,164.12,0,1,20.03,9.6,28.071,27.294,164.12,1,23056.24413,,,,,,
6148.5,11,166.03,0,1,21.44,10.3,30.039,28.381,166.03,1,22661.59602,,,,,,
6149,11.9,170.25,0,1,21.4,10.9,31.644,29.521,170.25,1,24216.55771,,,,,,
6149.5,8,181.99,0,1,18.08,7.3,25.844,25.429,181.99,1,26379.54375,,,,,,
6150,8.2,182.08,0,1,19.99,7,27.449,26.258,182.08,1,24650.98064,,,,,,
6150.5,7.9,182.84,0,1,19.99,7.5,28.019,27.605,182.84,1,26021.68712,,,,,,
6151,8.6,184.35,0,1,20.02,8.1,29.262,28.589,184.35,1,27132.06739,,,,,,
6151.5,9.3,183.71,0,1,20.04,8.9,30.039,29.935,183.71,1,28283.48942,,,,,,
6152,9.5,184.6,0,1,19.97,9.3,32.266,30.867,184.6,1,29407.62716,,,,,,
6152.5,9.8,186.32,0,1,19.88,9.6,32.059,31.541,186.32,1,30466.94234,,,,,,
6153,9.9,186.04,0,1,19.47,9.8,32.421,31.541,186.04,1,31061.52213,,,,,,
