MD,WOB,RPM,TOR,MSE,ROP,WOB min,TOR max,TOR min,Rotary RPM,Diff,Surface MSE,Fm,top,bottom,ftype,Section,Start depth
4441.5,14.1,183.71,0,1,45.49,13.3,20.095,20.095,183.71,0,8394.585479,,,,,,
4442,15.8,184.75,0,1,45.63,15,21.959,20.406,184.75,0,8550.330105,,,,,,
4442.5,16,184.1,0,1,45.56,15.9,22.995,22.477,184.1,0,9395.718002,,,,,,
4443,18.6,185.93,0,1,45.54,16.6,22.892,22.736,185.93,0,9608.691806,,,,,,
4443.5,19,184.8,0,1,42.58,19,22.84,22.322,184.8,0,10027.1005,,,,,,
4444,17.5,185.62,0,1,45.47,17.1,23.824,22.374,185.62,0,9452.32354,,,,,,
4444.5,17.9,185.19,0,1,45.56,17.6,23.772,23.047,185.19,0,9694.768793,,,,,,
4445,18.3,183.37,0,1,45.46,18.2,24.393,24.135,183.37,0,10073.96793,,,,,,
4445.5,18.3,190.08,0,1,44.84,18.3,24.86,24.135,190.08,0,10584.49426,,,,,,
4446,18.6,183.96,0,1,44.77,18.1,23.254,22.581,183.96,0,9604.488221,,,,,,
4446.5,18.4,185,0,1,44.32,18.3,23.565,23.151,185,0,10000.53933,,,,,,
4447,18.3,185.28,0,1,42.83,18.2,23.772,22.788,185.28,0,10200.34301,,,,,,
4447.5,18.3,185.34,0,1,43.97,18.3,23.41,23.358,185.34,0,10187.7677,,,,,,
4448,18.4,184.83,0,1,43.83,18.2,23.617,22.995,184.83,0,10034.80074,,,,,,
4448.5,18.1,182.89,0,1,45.49,18,23.565,23.565,182.89,0,9804.611064,,,,,,
4449,18.6,186.71,0,1,45.6,18.1,23.513,22.943,186.71,0,9723.441105,,,,,,
4449.5,18.4,184.75,0,1,45.37,18,23.461,22.892,184.75,0,9648.495258,,,,,,
4450,18.6,186.99,0,1,45.34,18.3,24.912,23.565,186.99,0,10057.66189,,,,,,
4450.5,18.5,185.42,0,1,44.85,18.5,23.979,23.306,185.42,0,9971.524163,,,,,,
4451,18.5,184.8,0,1,45.32,18,24.186,23.099,184.8,0,9748.874091,,,,,,
4451.5,18.6,184.44,0,1,45.2,18.5,25.585,25.429,184.44,0,10735.00572,,,,,,
4452,17.8,185.76,0,1,45.8,17.5,25.429,25.067,185.76,0,10517.15925,,,,,,
4452.5,19.9,188,0,1,45.71,18.4,24.083,23.72,188,0,10099.40095,,,,,,
4453,18.9,185.03,0,1,40.7,17.3,21.7,20.509,185.03,0,9651.886424,,,,,,
4453.5,16.4,181.94,0,1,45.71,15.9,21.856,21.183,181.94,0,8726.34278,,,,,,
4454,18,186.38,0,1,45.77,16.6,22.322,22.166,186.38,0,9343.051586,,,,,,
4454.5,18.6,184.69,0,1,45.46,18.4,22.892,22.011,184.69,0,9258.340607,,,,,,
4455,18.6,186.85,0,1,39.74,18.3,22.27,21.183,186.85,0,10306.0754,,,,,,
4455.5,18.4,185.59,0,1,39.18,18.2,22.115,21.649,185.59,0,10609.28861,,,,,,
4456,18.4,186.52,0,1,39.14,18.3,21.752,21.597,186.52,0,10647.53352,,,,,,
4456.5,18.4,184.97,0,1,42.05,18.3,22.011,21.286,184.97,0,9691.247831,,,,,,
4457,18.6,186.54,0,1,43.12,18.4,22.529,21.442,186.54,0,9601.827302,,,,,,
4457.5,18.4,184.72,0,1,36.24,18.3,20.716,20.198,184.72,0,10650.85498,,,,,,
4458,18.4,185.45,0,1,35.95,18.3,21.131,20.198,185.45,0,10778.60986,,,,,,
4458.5,18.6,184.18,0,1,36.19,18.4,20.561,19.732,184.18,0,10390.78605,,,,,,
4459,18.6,184.38,0,1,41.62,18.2,21.234,20.561,184.38,0,9429.588181,,,,,,
4459.5,18.4,188.68,0,1,40.04,18.3,20.975,20.716,188.68,0,10101.77834,,,,,,
4460,18.6,185.73,0,1,40.06,18.3,20.872,20.25,185.73,0,9717.722747,,,,,,
4460.5,18.6,186.24,0,1,37.22,18.2,20.302,20.302,186.24,0,10510.77986,,,,,,
4461,18.5,185.31,0,1,37.09,18.3,20.613,19.214,185.31,0,9934.990589,,,,,,
4461.5,18.4,186.8,0,1,32.51,18.3,20.613,20.354,186.8,0,12092.59158,,,,,,
4462,19.4,185.45,0,1,39.1,18.2,20.768,19.732,185.45,0,9689.306038,,,,,,
4462.5,18.8,185.19,0,1,39.52,18.8,19.577,18.593,185.19,0,9022.292644,,,,,,
4463,18.3,183.4,0,1,48.68,16.7,19.111,17.246,183.4,0,6739.744081,,,,,,
4463.5,18.9,184.07,0,1,48.38,18.4,20.25,19.266,184.07,0,7598.849463,,,,,,
4464,18.4,184.63,0,1,36.62,18.3,20.043,19.629,184.63,0,10240.31771,,,,,,
4464.5,18.4,185.98,0,1,36.58,18.4,19.939,19.732,185.98,0,10379.98472,,,,,,
4465,18.4,185.17,0,1,34.5,18.3,19.681,18.8,185.17,0,10440.00086,,,,,,
4465.5,18.4,185.14,0,1,33.1,18.3,19.732,19.111,185.14,0,11056.86268,,,,,,
4466,18.3,186.4,0,1,40.51,18.1,20.716,19.059,186.4,0,9079.685279,,,,,,
4466.5,18.8,188.43,0,1,40.51,18.2,19.991,18.386,188.43,0,8857.015338,,,,,,
4467,18.8,186.18,0,1,37.4,18.2,19.525,18.697,186.18,0,9634.856257,,,,,,
4467.5,18.5,185.65,0,1,33.48,18.4,18.645,18.334,185.65,0,10518.49547,,,,,,
4468,18.3,185.28,0,1,36.23,18.3,19.111,18.8,185.28,0,9949.449289,,,,,,
4468.5,18.6,184.63,0,1,35.86,18.3,18.645,18.023,184.63,0,9605.359255,,,,,,
4469,18.4,185.98,0,1,35.33,18.3,19.939,18.489,185.98,0,10071.694,,,,,,
4469.5,18.7,186.68,0,1,37.59,9.7,20.665,12.999,186.68,0,6697.791101,,,,,,
4470,14.7,183.93,0,1,51.55,11.7,17.246,14.346,183.93,0,5310.348671,,,,,,
4470.5,17.2,184.04,0,1,51.72,16.1,19.991,17.92,184.04,0,6612.478806,,,,,,
4471,18.6,183.31,0,1,51.51,17.9,20.457,19.266,183.31,0,7110.107095,,,,,,
4471.5,18.4,186.15,0,1,41.87,18.3,21.7,21.079,186.15,0,9699.704273,,,,,,
4472,19,187.5,0,1,49.68,18,19.37,18.541,187.5,0,7256.80477,,,,,,
4472.5,18.6,185.08,0,1,49.99,18.2,20.457,18.904,185.08,0,7257.014716,,,,,,
4473,18.7,185.87,0,1,48.19,17.7,19.784,18.645,185.87,0,7455.52922,,,,,,
4473.5,19.2,188.31,0,1,48.16,18.6,21.027,20.665,188.31,0,8372.100622,,,,,,
4474,19.2,186.54,0,1,47.02,18.5,21.234,18.023,186.54,0,7414.390225,,,,,,
4474.5,18.9,186.63,0,1,45.1,18.5,21.856,19.939,186.63,0,8547.209345,,,,,,
4475,18.9,185.59,0,1,44.52,18.1,20.406,18.956,185.59,0,8187.960223,,,,,,
4475.5,18.3,187.75,0,1,42.4,18.3,19.888,19.111,187.75,0,8763.33938,,,,,,
4476,18.7,184.41,0,1,41.8,18.2,19.422,18.179,184.41,0,8308.838215,,,,,,
4476.5,12.2,183.54,0,1,43.07,10.7,17.609,16.936,183.54,0,7464.628094,,,,,,
4477,14.8,184.6,0,1,48.68,13.4,19.991,19.059,184.6,0,7482.116556,,,,,,
4477.5,16.6,188.23,0,1,50.82,14.9,20.613,20.354,188.23,0,7807.651007,,,,,,
4478,18.6,187.3,0,1,54.58,17.6,23.772,21.39,187.3,0,7608.591419,,,,,,
4478.5,18.4,185.34,0,1,53.32,12.8,23.824,18.179,185.34,0,6556.350475,,,,,,
4479,15.8,185.76,0,1,51.9,13.8,20.561,18.852,185.76,0,6990.618273,,,,,,
4479.5,16.7,186.01,0,1,51.92,16.3,21.493,20.768,186.01,0,7706.559588,,,,,,
4480,18.6,185.9,0,1,51.96,17.3,21.959,20.613,185.9,0,7644.117936,,,,,,
4480.5,18.6,188.4,0,1,48.79,18.6,22.529,21.597,188.4,0,8637.575334,,,,,,
4481,18.6,186.94,0,1,44.3,18.4,21.908,21.234,186.94,0,9276.946303,,,,,,
4481.5,19,187.81,0,1,41.69,18.5,22.011,19.939,187.81,0,9300.563443,,,,,,
4482,18.6,184.75,0,1,48.93,15.9,19.784,19.318,184.75,0,7560.989735,,,,,,
4482.5,17,185.7,0,1,53.1,16.2,20.975,20.82,185.7,0,7543.341656,,,,,,
4483,18.7,189.49,0,1,54.57,18,22.322,21.649,189.49,0,7791.253482,,,,,,
4483.5,18.6,187.39,0,1,42.39,18.3,23.254,22.218,187.39,0,10163.84635,,,,,,
4484,18.6,189.52,0,1,34.05,18.4,22.581,21.959,189.52,0,12635.78676,,,,,,
4484.5,18.5,188.34,0,1,34.64,18.4,21.131,21.027,188.34,0,11822.30689,,,,,,
4485,19.2,194.33,0,1,48.9,18.6,24.031,20.561,194.33,0,8465.599177,,,,,,
4485.5,18.9,186.26,0,1,46.75,18.8,21.959,20.509,186.26,0,8464.93591,,,,,,
4486,19.7,188.4,0,1,46.94,18.2,22.943,20.406,188.4,0,8486.732725,,,,,,
4486.5,19.2,188.37,0,1,39.19,18.5,22.529,21.027,188.37,0,10459.01082,,,,,,
4487,19.1,188.71,0,1,43.96,18.4,22.115,19.732,188.71,0,8773.729863,,,,,,
4487.5,18.4,184.75,0,1,26.29,18.3,19.939,19.629,184.75,0,14253.85489,,,,,,
4488,13.9,181.91,0,1,52.02,12,17.091,15.589,181.91,0,5650.820768,,,,,,
4488.5,15.6,185.25,0,1,51.97,14.9,17.764,17.712,185.25,0,6543.22033,,,,,,
4489,17.3,186.26,0,1,51.98,16,20.354,19.266,186.26,0,7155.379604,,,,,,
4489.5,17.9,183.73,0,1,51.8,17.5,19.888,19.681,183.73,0,7236.368648,,,,,,
4490,18.6,183.73,0,1,51.83,17.9,20.302,19.473,183.73,0,7158.155642,,,,,,
4490.5,18.6,188.4,0,1,50.55,18.6,19.37,19.318,188.4,0,7463.913973,,,,,,
4491,19.2,194.07,0,1,41.2,18.3,19.681,18.23,194.07,0,8894.109218,,,,,,
4491.5,18.8,185.31,0,1,23.57,18.7,16.625,16.159,185.31,0,13132.82851,,,,,,
4492,19,186.26,0,1,48.65,16.7,18.904,17.454,186.26,0,6932.150887,,,,,,
4492.5,18.5,189.35,0,1,38.54,18.4,19.888,19.059,189.35,0,9692.056432,,,,,,
4493,18.6,190.98,0,1,37,18.3,21.131,19.836,190.98,0,10593.11556,,,,,,
4493.5,18.5,186.18,0,1,33.2,18.2,19.836,19.525,186.18,0,11324.69597,,,,,,
4494,18.4,188.57,0,1,34.72,18.3,19.888,19.214,188.57,0,10795.28298,,,,,,
4494.5,18.5,188.51,0,1,32.22,18.4,19.422,19.214,188.51,0,11625.66482,,,,,,
4495,18.6,188.03,0,1,33.29,18.2,19.732,18.956,188.03,0,11075.26585,,,,,,
4495.5,18.4,186.46,0,1,35.39,18.2,19.888,19.059,186.46,0,10389.7797,,,,,,
4496,18.5,189.8,0,1,36.15,18.3,20.716,19.681,189.8,0,10690.27624,,,,,,
4496.5,18.6,194.41,0,1,33.16,18.2,21.39,20.872,194.41,0,12650.79745,,,,,,
4497,18.9,187.5,0,1,33.51,18.3,20.613,19.266,187.5,0,11151.42951,,,,,,
4497.5,18.3,185.14,0,1,35.83,18.1,19.266,19.266,185.14,0,10300.36798,,,,,,
4498,18.6,188.34,0,1,36.62,18.4,20.302,19.629,188.34,0,10445.63447,,,,,,
4498.5,18.5,187.22,0,1,27.8,9.6,19.732,16.003,187.22,0,11147.55822,,,,,,
4499,10,185.98,0,1,36.47,9.8,16.314,15.641,185.98,0,8240.337912,,,,,,
4499.5,10.3,184.63,0,1,36.43,10.2,15.952,15.745,184.63,0,8244.750185,,,,,,
4500,10.3,184.24,0,1,45.51,10,17.402,16.211,184.24,0,6785.663223,,,,,,
4500.5,13.2,183.59,0,1,45.54,11.1,16.262,16.003,183.59,0,6678.804103,,,,,,
4501,15.4,185.25,0,1,45.5,13.9,16.987,16.418,185.25,0,6924.652378,,,,,,
4501.5,13.7,182.25,0,1,51.55,13.5,18.748,17.92,182.25,0,6560.681382,,,,,,
4502,14.8,184.35,0,1,51.65,14.1,19.214,17.92,184.35,0,6626.024746,,,,,,
4502.5,16.3,183.43,0,1,51.81,15.7,19.37,19.111,183.43,0,7011.149503,,,,,,
4503,17.2,183.2,0,1,51.65,17,20.457,19.629,183.2,0,7215.58043,,,,,,
4503.5,18.3,183.68,0,1,51.69,17.9,20.509,20.095,183.68,0,7402.269867,,,,,,
4504,19.2,189.35,0,1,48.87,18,22.011,20.198,189.35,0,8110.173932,,,,,,
4504.5,18.8,189.32,0,1,42.91,18.7,22.425,20.924,189.32,0,9556.815789,,,,,,
4505,18.5,188.09,0,1,26.87,18.3,21.027,20.665,188.09,0,14945.54715,,,,,,
4505.5,18.4,185.17,0,1,21.99,18.3,20.872,20.354,185.17,0,17698.73596,,,,,,
4506,19,227.43,0,1,28.54,9.5,31.23,17.195,227.43,0,14161.05472,,,,,,
4506.5,11,182.72,0,1,45.75,10.4,18.645,17.557,182.72,0,7250.198191,,,,,,
4507,14.8,191.18,0,1,45.72,12.4,20.25,18.541,191.18,0,8023.365716,,,,,,
4507.5,18.1,185.36,0,1,45.69,16.4,21.856,20.768,185.36,0,8724.603439,,,,,,
4508,18.8,187.92,0,1,45.29,18.4,22.27,21.442,187.92,0,9211.972407,,,,,,
4508.5,18.6,185.62,0,1,30.08,18.4,20.975,20.457,185.62,0,13049.26968,,,,,,
4509,18.8,193.65,0,1,26.19,18.2,22.166,20.82,193.65,0,15902.89327,,,,,,
4509.5,19.1,222.79,0,1,26.11,12.2,29.366,17.35,222.79,0,15296.05188,,,,,,
4510,16.6,186.43,0,1,42.88,13.8,20.095,18.852,186.43,0,8484.698999,,,,,,
4510.5,19.9,190.59,0,1,42.78,18.7,21.493,20.406,190.59,0,9414.972786,,,,,,
4511,18.8,187.95,0,1,39.94,16.8,20.561,18.23,187.95,0,8884.349473,,,,,,
4511.5,19,189.04,0,1,42.73,18.2,22.374,21.597,189.04,0,9889.878164,,,,,,
4512,18.9,188.48,0,1,35.68,18.3,22.892,22.374,188.48,0,12221.45248,,,,,,
4512.5,18.6,200.73,0,1,33.92,18.6,25.378,22.374,200.73,0,13684.22387,,,,,,
4513,14.2,187.08,0,1,42.75,11.8,19.214,17.402,187.08,0,7880.02902,,,,,,
4513.5,16.9,191.6,0,1,42.81,15.6,21.493,19.163,191.6,0,8877.080419,,,,,,
4514,19.1,192.61,0,1,42.47,18.2,22.529,20.82,192.61,0,9774.453545,,,,,,
4514.5,18.5,194.27,0,1,28.34,18.2,24.704,23.151,194.27,0,16391.79678,,,,,,
4515,8.9,182.84,0,1,42.72,8.2,16.366,16.262,182.84,0,7191.046358,,,,,,
4515.5,9.7,185,0,1,42.9,9.4,17.35,16.832,185,0,7500.551719,,,,,,
4516,10.3,184.58,0,1,42.76,9.8,18.075,17.505,184.58,0,7808.762658,,,,,,
4516.5,10.7,187.36,0,1,42.63,10.5,18.334,17.816,187.36,0,8091.86719,,,,,,
4517,11.7,184.27,0,1,42.83,11.1,18.075,16.832,184.27,0,7488.582889,,,,,,
4517.5,12.3,186.38,0,1,42.57,12,17.816,17.712,186.38,0,8018.394785,,,,,,
4518,12.8,185.03,0,1,42.5,12.5,18.8,17.661,185.03,0,7952.08628,,,,,,
4518.5,13.6,185.73,0,1,41.56,13.5,19.836,19.059,185.73,0,8807.298594,,,,,,
4519,13.6,184.94,0,1,42.87,12.9,19.266,18.645,184.94,0,8319.202507,,,,,,
4519.5,14.4,184.52,0,1,48.14,13.9,19.422,18.075,184.52,0,7172.877531,,,,,,
4520,16.9,184.83,0,1,48.69,14.4,19.266,18.956,184.83,0,7455.221275,,,,,,
4520.5,18.1,185.25,0,1,48.26,17.1,21.079,19.681,185.25,0,7828.026331,,,,,,
4521,16.8,183.65,0,1,51.07,15.4,20.406,19.629,183.65,0,7313.743446,,,,,,
4521.5,16.1,184.01,0,1,51.75,15.9,20.82,20.665,184.01,0,7609.75609,,,,,,
4522,17.7,185.17,0,1,51.75,16.7,21.39,21.079,185.17,0,7814.286596,,,,,,
4522.5,18.5,184.6,0,1,51.9,18.4,21.908,20.457,184.6,0,7542.323269,,,,,,
4523,18.5,191.38,0,1,45.6,16.8,22.218,19.422,191.38,0,8443.413962,,,,,,
4523.5,16.7,186.18,0,1,45.24,16.7,20.302,19.111,186.18,0,8143.704524,,,,,,
4524,16.7,187.67,0,1,46.03,16,20.716,20.147,187.67,0,8503.368136,,,,,,
4524.5,16.1,185.7,0,1,44.66,16.1,20.509,19.732,185.7,0,8492.028664,,,,,,
4525,16.5,188.54,0,1,45.94,15.9,20.25,19.577,188.54,0,8317.800315,,,,,,
4525.5,16.5,187.56,0,1,46.18,16.4,20.872,20.302,187.56,0,8535.24231,,,,,,
4526,15.5,188.15,0,1,48.19,14.7,19.681,19.111,188.15,0,7725.153844,,,,,,
4526.5,15.5,187.11,0,1,48.1,15.1,19.681,19.422,187.11,0,7821.559898,,,,,,
4527,16,186.54,0,1,48.28,15.2,20.147,19.422,186.54,0,7770.281047,,,,,,
4527.5,16.8,184.16,0,1,45.04,8.2,19.681,16.159,184.16,0,6848.736811,,,,,,
4528,10.2,184.86,0,1,48.55,8.6,17.971,16.884,184.86,0,6647.429856,,,,,,
4528.5,10.8,183.51,0,1,48.65,10.6,18.334,17.868,183.51,0,6969.39855,,,,,,
4529,11.6,183.9,0,1,48.51,11.4,19.111,18.593,183.9,0,7289.389102,,,,,,
4529.5,14.8,184.01,0,1,48.63,12.6,19.059,18.956,184.01,0,7425.823553,,,,,,
4530,14.8,186.15,0,1,48.31,14.3,19.991,19.111,186.15,0,7622.720186,,,,,,
4530.5,12.7,185.81,0,1,48.04,12.4,19.577,18.904,185.81,0,7563.33944,,,,,,
4531,12.6,183.93,0,1,47.91,11.1,19.888,19.318,183.93,0,7670.782045,,,,,,
4531.5,12,182.81,0,1,48.17,11.7,19.37,19.266,182.81,0,7561.378788,,,,,,
4532,12.6,182.53,0,1,48.57,12.4,19.266,18.904,182.53,0,7349.450449,,,,,,
4532.5,13,185.14,0,1,48.46,12.7,20.354,19.473,185.14,0,7695.82681,,,,,,
4533,14.2,183.56,0,1,47.14,13.8,20.354,19.422,183.56,0,7825.901926,,,,,,
4533.5,12.5,183.79,0,1,44.57,12.2,19.784,19.163,183.79,0,8170.75329,,,,,,
4534,12.6,183.43,0,1,48.49,12.5,19.939,19.37,183.43,0,7579.177578,,,,,,
4534.5,13.6,183.62,0,1,48.61,13.1,19.784,19.163,183.62,0,7490.506404,,,,,,
4535,13.9,185.76,0,1,48.62,13.8,20.509,19.525,185.76,0,7719.056114,,,,,,
4535.5,14,184.1,0,1,48.33,14,21.131,20.665,184.1,0,8143.534704,,,,,,
4536,13.7,185.5,0,1,47.45,13.2,21.027,20.716,185.5,0,8376.381489,,,,,,
4536.5,14,184.52,0,1,47.01,13.8,21.079,20.975,184.52,0,8515.457117,,,,,,
4537,13,183.71,0,1,48.26,12.5,21.493,20.975,183.71,0,8256.935469,,,,,,
4537.5,13.2,185.08,0,1,48.53,13.1,21.234,20.872,185.08,0,8232.251057,,,,,,
4538,14.1,187.84,0,1,48.65,12.6,21.131,20.095,187.84,0,8027.44635,,,,,,
4538.5,14.7,183.26,0,1,48.48,14.5,22.84,22.477,183.26,0,8788.799131,,,,,,
4539,15.2,184.3,0,1,47.88,14,22.529,21.908,184.3,0,8724.517693,,,,,,
4539.5,16.8,186.12,0,1,47.96,16.7,22.374,21.7,186.12,0,8716.808357,,,,,,
4540,17.8,185.25,0,1,48.42,14.7,22.322,21.442,185.25,0,8495.306973,,,,,,
4540.5,14.7,186.66,0,1,48.36,14.7,22.788,22.684,186.66,0,9055.515233,,,,,,
4541,15,184.63,0,1,47.22,9.1,21.649,17.454,184.63,0,7067.783499,,,,,,
4541.5,11.6,182.78,0,1,48.61,10.7,19.37,19.214,182.78,0,7470.796451,,,,,,
4542,14,184.04,0,1,50.68,12.5,22.322,20.043,184.04,0,7532.547836,,,,,,
4542.5,15,183.76,0,1,50.69,14.5,22.27,22.27,183.76,0,8353.699001,,,,,,
4543,16,183.93,0,1,51.78,15.6,23.72,22.27,183.93,0,8188.902271,,,,,,
4543.5,16.6,187.08,0,1,50.83,16.2,24.601,24.549,187.08,0,9348.623138,,,,,,
4544,17.2,188.82,0,1,49.22,16.9,25.378,24.29,188.82,0,9641.62332,,,,,,
4544.5,17.2,183.14,0,1,51.05,17.1,24.756,23.772,183.14,0,8827.986941,,,,,,
4545,17.9,184.13,0,1,51.83,17.8,25.222,24.393,184.13,0,8971.639667,,,,,,
4545.5,17.9,186.09,0,1,48.5,17.7,26.517,25.17,186.09,0,9992.84992,,,,,,
4546,17.5,184.38,0,1,46.04,16.3,26.051,24.29,184.38,0,10063.97634,,,,,,
4546.5,16.6,183.06,0,1,49.72,16.5,25.015,24.756,183.06,0,9430.427987,,,,,,
4547,17.2,186.74,0,1,49.75,16.8,25.688,25.326,186.74,0,9835.265297,,,,,,
4547.5,16.6,184.97,0,1,45.35,16,25.844,25.429,184.97,0,10724.9089,,,,,,
4548,16.6,183.51,0,1,51.89,15.8,25.637,25.067,183.51,0,9173.280984,,,,,,
4548.5,16.7,182.92,0,1,51.77,16.6,26.31,26.154,182.92,0,9560.792864,,,,,,
4549,19.4,183.37,0,1,51.27,16.9,25.74,25.533,183.37,0,9455.753559,,,,,,
4549.5,18.7,184.63,0,1,49.77,18,25.895,25.17,184.63,0,9665.191674,,,,,,
4550,17.3,183.26,0,1,51.39,16.5,27.346,25.947,183.26,0,9574.570283,,,,,,
4550.5,16.8,185.34,0,1,49.46,15.7,27.656,25.947,185.34,0,10057.40138,,,,,,
4551,16.9,183.59,0,1,51.56,16,26.258,25.844,183.59,0,9521.417377,,,,,,
4551.5,17.3,182.72,0,1,51.12,17.2,26.776,26.569,182.72,0,9825.610898,,,,,,
4552,17.1,185.81,0,1,47.63,16.7,27.397,26.465,185.81,0,10677.35021,,,,,,
4552.5,16.7,184.38,0,1,48.07,16.5,26.206,26.206,184.38,0,10395.59309,,,,,,
4553,16.7,182.72,0,1,48.72,16.3,26.569,26.103,182.72,0,10125.77084,,,,,,
4553.5,16.8,183.2,0,1,49.69,16.7,26.621,26.206,183.2,0,9994.316871,,,,,,
4554,16.9,183.76,0,1,49.99,16.5,26.88,25.947,183.76,0,9867.067094,,,,,,
4554.5,16.9,183.87,0,1,48.86,16.4,26.672,26.051,183.87,0,10140.53614,,,,,,
4555,16.4,184.91,0,1,48.43,16.2,26.931,26.413,184.91,0,10428.76614,,,,,,
4555.5,16.2,182.55,0,1,48.6,16,26.103,25.74,182.55,0,9999.513727,,,,,,
4556,17.2,183.43,0,1,51.73,16.3,26.983,25.481,183.43,0,9350.30102,,,,,,
4556.5,10.6,181.09,0,1,35.03,9.4,22.374,20.665,181.09,0,11029.2304,,,,,,
4557,13,186.63,0,1,51.73,11.6,23.927,22.633,186.63,0,8443.294662,,,,,,
4557.5,13.8,183.51,0,1,51.58,13.3,24.083,23.358,183.51,0,8594.527195,,,,,,
4558,14.9,183.28,0,1,51.65,14,25.378,24.445,183.28,0,8972.365862,,,,,,
4558.5,17.2,182.33,0,1,51.53,15.3,26.051,25.844,182.33,0,9462.664074,,,,,,
4559,18.3,184.3,0,1,50.7,16.9,26.465,26.051,184.3,0,9800.661884,,,,,,
4559.5,16.2,184.44,0,1,51.31,16,26.206,26.051,184.44,0,9686.423587,,,,,,
4560,16.6,183.9,0,1,51.28,16.1,26.413,26.051,183.9,0,9664.887271,,,,,,
4560.5,17,184.97,0,1,50.98,16.8,26.465,25.74,184.97,0,9662.678547,,,,,,
4561,17.5,185.08,0,1,51.39,16.8,26.724,25.533,185.08,0,9516.194745,,,,,,
4561.5,18.3,186.49,0,1,51.11,17.9,27.397,26.103,186.49,0,9856.920708,,,,,,
4562,18.1,186.6,0,1,50,17.6,27.76,25.74,186.6,0,9940.5307,,,,,,
4562.5,17.8,182.97,0,1,50.58,17.4,26.672,25.999,182.97,0,9732.54799,,,,,,
4563,17.8,186.01,0,1,51.43,17.4,26.724,25.067,186.01,0,9383.621667,,,,,,
4563.5,18.3,184.66,0,1,51.76,18.1,25.895,24.652,184.66,0,9105.651412,,,,,,
4564,18.5,187.3,0,1,51.74,18.3,25.637,25.119,187.3,0,9413.302697,,,,,,
4564.5,18.2,183.26,0,1,49.25,18.1,25.844,25.119,183.26,0,9673.730512,,,,,,
4565,18.5,184.55,0,1,51.88,18.1,24.808,24.342,184.55,0,8966.300005,,,,,,
4565.5,18.3,185.59,0,1,48.16,18.2,24.756,24.135,185.59,0,9626.502481,,,,,,
4566,18.3,184.1,0,1,50.72,18.2,26.103,24.601,184.1,0,9244.264359,,,,,,
4566.5,18.4,183.59,0,1,50.53,18.1,25.326,25.015,183.59,0,9408.433409,,,,,,
4567,18.5,183.93,0,1,51.9,17.9,24.756,23.72,183.93,0,8705.926894,,,,,,
4567.5,18.6,186.04,0,1,50.45,18.5,24.445,24.031,186.04,0,9175.245966,,,,,,
4568,19.7,183.9,0,1,50,18.2,24.031,23.927,183.9,0,9115.018234,,,,,,
4568.5,19.3,184.3,0,1,49.16,18,22.788,21.856,184.3,0,8489.32167,,,,,,
4569,18.4,183.23,0,1,52.01,15.7,23.306,21.908,183.23,0,7997.11538,,,,,,
4569.5,17,184.04,0,1,51.92,16.5,23.513,23.358,184.04,0,8571.61303,,,,,,
4570,17.8,184.07,0,1,52.08,16.9,23.565,22.788,184.07,0,8341.493275,,,,,,
4570.5,18.4,184.16,0,1,51.83,18.1,24.704,23.565,184.16,0,8671.476365,,,,,,
4571,18.5,185.93,0,1,50.33,18.4,25.17,23.565,185.93,0,9014.053309,,,,,,
4571.5,18.3,185.56,0,1,48.56,18.1,24.497,24.238,185.56,0,9586.605331,,,,,,
4572,18.5,186.57,0,1,49.44,18.3,24.86,24.29,186.57,0,9488.574172,,,,,,
4572.5,18.8,187.61,0,1,45.21,18.5,24.86,23.41,187.61,0,10054.01789,,,,,,
4573,18.5,187.95,0,1,43.58,18.2,24.393,23.513,187.95,0,10491.92668,,,,,,
4573.5,18.4,185.48,0,1,50.26,18.3,24.342,24.031,185.48,0,9181.63512,,,,,,
4574,18.6,184.72,0,1,48.76,18.2,23.979,23.306,184.72,0,9141.708648,,,,,,
4574.5,18.4,182.78,0,1,46.81,18.2,24.238,23.72,182.78,0,9586.922607,,,,,,
4575,18.3,182.97,0,1,50.6,18.2,24.549,23.979,182.97,0,8977.888146,,,,,,
4575.5,18.5,183.2,0,1,49.97,18.3,24.808,23.979,183.2,0,9102.360585,,,,,,
4576,18.6,185.31,0,1,47.25,18.1,25.067,23.617,185.31,0,9587.832932,,,,,,
4576.5,18.6,185.53,0,1,48.44,18.3,24.238,24.135,185.53,0,9568.866487,,,,,,
4577,18.3,183.99,0,1,49.31,18.1,24.963,24.549,183.99,0,9481.56732,,,,,,
4577.5,18.4,186.43,0,1,49.28,18.3,25.429,25.119,186.43,0,9834.796755,,,,,,
4578,19.9,185.42,0,1,50.36,17.7,23.979,22.529,185.42,0,8595.09302,,,,,,
4578.5,17.9,184.07,0,1,50.56,16.3,22.995,21.856,184.07,0,8241.696487,,,,,,
4579,17.8,183.71,0,1,51.97,16.8,24.031,23.306,183.71,0,8531.351179,,,,,,
4579.5,18.2,181.77,0,1,51.86,17.9,24.601,24.031,181.77,0,8722.314574,,,,,,
4580,18.7,184.21,0,1,51.8,18.1,24.652,24.083,184.21,0,8869.30789,,,,,,
4580.5,18.5,184.32,0,1,49.57,18.4,25.378,24.963,184.32,0,9607.979693,,,,,,
4581,18.5,184.8,0,1,47.27,18.2,24.808,24.186,184.8,0,9786.358723,,,,,,
